"player_name","overall_rating","gk_rating","No_of_Presences","No_of_leagues"
"Maciej Gajos",71,40,46,1
"Rui Silva",67,335,27,1
"Nuno Campos",64,61,12,1
"Victor Nikiema",60,59,9,1
"Helder Lopes",72,56,68,1
"Diogo Coelho",57,48,1,1
"Ricardo Valente",71,59,28,1
"Edgar Abreu",62,55,5,1
"Lucas Joao",69,57,22,1
"Tomas Dabo",67,55,16,1
"Fabio Cardoso",71,56,26,1
"Piqueti",64,60,1,1
"Joao Cancelo",75,58,31,2
"Antonio Xavier",69,63,15,1
"Bruno Gaspar",72,44,40,1
"Jaime Poulson",63,44,3,1
"Cafu",72,56,44,1
"Andre Gomes",80,49,61,2
"Diego Lopes",72,60,44,1
"Helder Costa",69,50,13,1
"Ivan Cavaleiro",76,62,35,3
"Slimane Sissoko",64,63,2,1
"Dario Del Fabro",67,15,4,1
"Souleymane Doukara",66,54,1,1
"Marco Benassi",75,49,55,1
"Simone Pasa",59,58,2,1
"Ibrahima Mbaye",68,47,30,1
"Luca Garritano",67,58,1,1
"Danilo Cataldi",73,49,26,1
"Edoardo Goldaniga",70,58,10,1
"Floriano Vanzo",62,47,12,1
"Nicolas Lopez",74,44,18,2
"Alessio Romagnoli",76,52,46,1
"Eder Citadin Martins",79,50,24,1
"Willyan",68,57,16,1
"Piotr Zielinski",74,50,44,1
"Sebastian Rudol",64,58,20,1
"Babanco",71,47,59,1
"Joao Costa,21",71,40,19,1
"Paulinho",70,48,53,1
"Luke Shaw",78,49,76,1
"Gerso Fernandes",74,48,36,1
"Ramon Azeez",68,50,29,1
"Jim Fenlon",58,43,1,1
"Dele Alli",77,41,28,1
"Krystian Nowak",62,49,22,1
"Dwight Gayle",71,49,27,1
"Lee Erwin",63,68,18,1
"Corentin Jean",70,58,38,1
"Fabrice Olinga",66,53,6,1
"Ederson Moraes",73,374,37,1
"Andre Costa",58,51,2,1
"Kenny Otigba",69,53,52,1
"Pecks",64,63,29,1
"Brito",68,51,22,1
"Stefano Sabelli",67,47,5,1
"Francesco Fedato",68,61,1,1
"Andrea Tabanelli",65,20,5,1
"Rafael Batatinha",64,53,4,1
"Jose Mari",72,54,27,1
"Julian Michel",69,62,37,1
"Aleksandar Cavric",67,57,6,1
"Domenico Berardi",81,27,80,1
"Riccardo Fiamozzi",65,63,4,1
"Salomon Nirisarike",63,49,5,1
"Samuel Asamoah",64,58,5,1
"Luigi Vaccaro",62,54,7,1
"Mathias Schils",62,48,3,1
"Edmilson Junior",71,59,25,1
"Giulio Sanseverino",64,59,2,1
"Federico Barba",71,51,23,2
"Adam Campbell",59,58,7,1
"Sofiane Boufal",78,56,37,1
"Jackson Irvine",61,51,77,1
"Ibrahim Amadou",68,52,18,1
"Victor Romero Rodriguez",76,58,74,1
"Eddy Israfilov",69,53,2,1
"Michael Olaitan",66,60,13,2
"Iver Fossum",70,47,8,1
"Bruno Alves",64,53,5,1
"Luis Rocha",65,59,27,1
"Joao Pedro",64,59,1,1
"Hanan Maman",60,36,2,1
"Igor Stefanovic",68,350,31,1
"Amin Affane",65,58,8,1
"Mark O'Hara",60,56,54,1
"Haris Hajradinovic",63,47,1,1
"Luis Hernandez",74,43,26,1
"Renato Steffen",72,55,75,1
"Saleh Al-Shehri",61,64,2,1
"Ruben Garcia",74,60,69,1
"Thom Haye",69,55,32,1
"Pawel Stolarski",63,53,15,1
"Tiago Mesquita",65,46,21,1
"Serge Gnabry",70,50,5,1
"Gilberto Junior",69,60,3,1
"Filip Markovic",65,51,17,1
"Milos Jojic",74,52,11,1
"Chris Philipps",62,47,6,1
"Scott Brown",54,58,11,1
"Goncalo Paciencia",71,50,14,1
"Fabio Martins",72,53,5,1
"Andre Silva",70,53,4,1
"Ivo Rodrigues",72,55,18,1
"Konrad Kaczmarek",58,55,1,1
"Daniel Lopez",63,46,1,1
"Ryan McLaughlin",61,56,1,1
"Haris Tabakovic",59,51,4,1
"Wanderson",71,63,24,2
"Joshua Brenet",72,59,44,1
"Tony Dingwall",59,58,14,1
"Garcia Tena",60,47,36,1
"Sam Nicholson",65,48,39,1
"Jose Gaya",80,53,46,1
"Neal Maupay",68,52,17,1
"Romario",64,43,2,1
"Phillip Roberts",59,59,12,1
"Blair Spittal",63,52,38,1
"Martin Konczkowski",64,65,44,1
"Jonathan Sabbatini",60,45,18,1
"Fahd Aktaou",60,50,19,1
"Hany Mukhtar",70,55,2,1
"Benjamin Kololli",62,49,10,1
"Salvador Ichazo",70,351,4,1
"Emiliano Velazquez",74,55,34,1
"Luwagga Kizito",63,50,1,1
"Alen Halilovic",77,60,19,1
"Gyliano van Velzen",62,56,3,1
"Bruno Mendes",67,53,1,1
"Ruben Blanco",70,350,9,1
"Tyler Boyd",65,50,1,1
"Denis Streker",62,65,2,1
"Alex Harris",62,53,15,1
"Albert Rafetraniaina",62,66,12,1
"Sheldon Bateau",68,58,31,1
"Otavio",75,57,26,1
"Raman Chibsah",68,38,29,1
"Kieran MacDonald",60,49,6,1
"Vincenzo Grifo",73,52,1,1
"Gaetano Monachello",66,68,3,1
"Clarck Nsikulu",64,59,23,1
"Jordi Vanlerberghe",64,63,6,1
"Rodrigo Aguirre",67,39,3,1
"Stipe Perica",70,63,24,2
"Przemyslaw Frankowski",66,53,35,1
"Billy King",64,50,17,1
"Jean-Paul Boetius",75,56,66,2
"Ahmed Hassan Koka",76,62,59,1
"Nacho Martinez",75,58,50,1
"Ezgjan Alioski",52,60,10,1
"Bruno Nazario",65,57,17,1
"Pawel Dawidowicz",65,50,11,1
"John Herron",55,58,1,1
"Adam Morgan",62,51,1,1
"Christopher Dilo",58,290,11,1
"Alexander Djiku",60,48,20,1
"Pablo Hervias",69,52,2,1
"Marcin Cebula",57,46,11,1
"Christos Donis",65,46,1,1
"Craig Thomson",53,62,2,1
"Timon Wellenreuther",67,341,7,1
"Alex Portillo",54,52,1,1
"Kevin Tapoko",62,57,4,1
"Abdoulaye Keita",60,54,2,1
"Hector Hernandez",69,54,4,1
"Clinton Njie",69,52,15,1
"Issiaga Sylla",67,56,67,1
"Isaac Donkor",61,38,1,1
"Mahamadou-Naby Sarr",66,50,8,2
"Todd Kane",69,58,26,1
"Donervon Daniels",65,60,6,1
"Aidan Connolly",61,63,9,1
"Julien Vercauteren",65,60,4,2
"Declan John",68,48,16,1
"Craig Murray",53,53,1,1
"Borja Lopez",67,67,3,1
"Tim Hoelscher",65,56,13,1
"Pablo Insua",72,49,16,1
"Craig Moore",54,54,5,1
"Erik Moran",70,58,5,1
"Aymeric Laporte",83,45,102,1
"Seweryn Michalski",56,46,1,1
"Richairo Zivkovic",68,43,24,1
"Matias Kranevitter",76,45,3,1
"Radoslaw Murawski",67,54,52,1
"Martin Angha",65,58,38,2
"Anthony Martial",78,51,57,2
"Adam King",57,55,2,1
"Ridgeciano Haps",70,55,32,1
"Federico Bernardeschi",77,64,24,1
"Karol Angielski",59,57,2,1
"Gianluca Pegolo",72,352,90,1
"Andrea Dossena",68,48,86,2
"Young-Pyo Lee",69,46,14,1
"Riccardo Gagliolo",71,50,18,1
"Gaetano Letizia",72,56,22,1
"Roberto Crivello",67,46,15,1
"Matteo Mancosu",71,51,6,1
"Luca Bittante",67,48,3,1
"Mirko Gori",66,55,25,1
"Luca Paganini",65,42,19,1
"Matteo Politano",69,48,9,1
"Jose Sa",75,371,13,1
"German",62,305,1,1
"Nathan Ake",72,50,21,1
"Coll Donaldson",61,61,13,1
"Michael Rose",55,59,1,1
"Danny Bakker",69,45,60,1
"Kevin Vandendriessche",69,56,43,1
"Arthur Masuaku",74,39,27,1
"Craig Slater",62,54,57,1
"Tyias Browning",66,51,3,1
"John Souttar",64,58,67,1
"Konstantinos Rougalas",64,50,12,1
"Abdul Aziz Tetteh",67,60,18,1
"Conor Newton",63,53,48,1
"Gege",68,53,36,1
"Adam Drury",57,53,8,1
"Ali Ghazal",75,55,67,1
"Diego Llorente",73,47,29,1
"Jung-Bin Park",60,49,4,1
"Gautier Lloris",63,59,1,1
"Romain Philippoteaux",72,55,29,1
"Juwon Oshaniwa",59,64,21,1
"Aristote N'Dongala",60,55,1,1
"Kukula",62,41,2,1
"Andre Auras",58,46,4,1
"Mario Lemina",76,60,41,2
"Toze",73,71,26,1
"Sven Nieuwpoort",62,56,26,1
"Joris van Overeem",71,52,58,1
"Alexander Cristovao",61,49,2,1
"Jaroslav Navratil",66,55,17,1
"Xandro Schenk",63,52,50,1
"Fakhreddine Ben Youssef",62,63,1,1
"Thomas Goddeeris",53,69,1,1
"Samuel Afum",62,54,32,1
"Jordan Rolly Botaka",65,64,28,1
"Bruno Fernandes",75,63,56,1
"Joao Afonso",68,54,30,1
"Tiago Silva",71,51,21,1
"Jhon Murillo",67,48,10,1
"Wylan Cyprien",67,57,24,1
"Jimmy Cabot",69,62,15,1
"Ashour El Takky",62,53,2,1
"Simone Scuffet",72,353,17,1
"Marian Sarr",66,51,2,1
"Michael Heylen",69,62,13,1
"Leander Dendoncker",75,56,28,1
"Richard Ofori",67,50,15,2
"Corentin Fiore",68,63,13,1
"Michael Ngoo",64,56,17,1
"Bruno Petkovic",67,59,2,1
"Sven van Beek",75,43,63,1
"Antoine Conte",70,61,47,1
"Ryan Edwards",60,56,6,1
"Calum Chambers",72,56,37,1
"Joao Rodriguez",60,56,1,1
"Anthony Biekman",60,66,5,1
"Eduard Campabadal",68,58,11,1
"Abdellah Zoubir",59,62,3,1
"Niklas Stark",72,60,32,1
"Max Meyer",79,58,70,1
"Nemanja Radoja",76,52,37,1
"Marko Poletanovic",65,68,4,1
"Aleksandar Kovacevic",63,57,12,1
"Steeven Willems",65,57,25,1
"Divock Origi",76,70,40,2
"Stanislav Kritsyuk",77,386,26,1
"Guy N'Gosso",65,47,1,1
"Cheikh Ndoye",76,58,32,1
"Charles-Elie Leprevotte",57,35,1,1
"Pablo Martinez",66,68,26,1
"Moussa Marega",75,56,21,1
"Gaetan Bussmann",73,63,40,2
"Guido Milan",68,63,21,1
"Gnaly Maxwell Cornet",72,58,16,1
"Hamari Traore",75,56,56,2
"Jozo Simunovic",66,38,11,1
"Tin Jedvaj",73,60,30,2
"Marko Maric",65,337,22,1
"Hector Bellerin",77,61,53,1
"Leo Itaperuna",68,55,54,1
"Jens Streutker",61,50,7,1
"Remi Walter",68,57,6,1
"Jozabed",71,48,25,1
"Brice Ntambwe",64,49,3,1
"Felitciano Zschusschen",64,51,1,1
"Lucas Souza",67,51,33,2
"Alex Telles",76,58,13,1
"Santi Mina",75,54,44,1
"Pepe",63,59,2,1
"Kingsley Coman",78,21,26,2
"Kamil Sylwestrzak",67,49,45,1
"Vanja Markovic",60,51,15,1
"Ivan Markovic",55,53,2,1
"Damian Garbacik",51,56,2,1
"Frank Adu Kwame",64,53,19,1
"Kornel Osyra",63,63,36,1
"Adam Deja",62,56,29,1
"Marcin Flis",57,58,1,1
"Takuya Murayama",66,49,18,1
"Dani Quintana",69,46,21,1
"Tomasz Kowalski",49,52,1,1
"Kamil Dankowski",57,49,12,1
"Matias Malvino",57,46,8,1
"Diego Laxalt",73,49,42,1
"Greg Docherty,17",53,60,15,1
"Elroy Pappot",62,56,5,1
"Gjoko Zajkov",63,63,4,1
"Stephen Buyl",66,55,24,1
"DeAndre Yedlin",71,51,20,1
"Branislav Ninaj",64,54,8,1
"Daniel De Silva",60,49,1,1
"Oumar Diaby",56,54,1,1
"Isaiah Brown",67,51,12,1
"Stephan Raheriharimanana",58,54,1,1
"Zakaria Bakkali",76,61,11,2
"Timo Plattel",61,310,1,1
"Ricardo Horta",74,47,43,2
"Jonatan Straus",64,57,13,1
"Angel Correa",77,56,8,1
"Dani Garcia",74,51,66,1
"Mateusz Cichocki",61,54,15,1
"Dominik Sadzawicki",57,51,9,1
"Bartosz Kapustka",69,51,30,1
"Jakub Wrobel",51,55,1,1
"Damian Ciechanowski",53,41,1,1
"Stefan Lex",69,57,9,1
"Marius Gersbeck",64,319,1,1
"Romain Achilli",58,50,2,1
"Thomas",74,49,29,1
"Gonzalo Escalante",73,52,29,1
"Ivailo Chochev",70,56,29,1
"Uros Spajic",69,57,58,1
"Marcos Lopes",73,56,25,1
"Benedikt Saller",63,56,1,1
"Boris Radunovic",59,296,1,1
"Joao Camacho",62,69,4,1
"Hervin Ongenda",69,61,11,1
"Daniel Amartey",70,62,1,1
"Lasha Dvali",66,56,5,1
"Mbwana Samata",69,51,1,1
"Baptiste Guillaume",68,50,19,1
"Simon van Zeelst",57,52,4,1
"Rade Krunic",67,59,5,1
"Federico Di Francesco",67,42,5,1
"Simon Gustafson",72,45,10,1
"Alexander Fransson",69,49,14,1
"Luke Johnston",51,46,1,1
"Morten Thorsby",67,57,22,1
"Jean-Charles Castelletto",64,63,6,1
"Ryan Christie",66,49,35,1
"Jasper van der Heyden",56,54,1,1
"Cristian Ceballos",69,46,14,1
"Alexander Soerloth",65,58,6,1
"Eamonn Brophy",58,59,6,1
"Kaan Ayhan",71,58,20,1
"Ahmet Ozcan",50,53,1,1
"Alassane Diallo",61,57,1,1
"Anton Mitryushkin",64,320,6,1
"Ager Aketxe",73,64,5,1
"Benjamin Bourigeaud",65,62,11,1
"Gaston Pereiro",75,54,15,1
"Robin Szarka",60,45,1,1
"Yannick Cortie",60,53,2,1
"Anice Badri",68,48,30,1
"Filip Krovinovic",68,47,4,1
"Jeremy Toljan",70,56,26,1
"Craig Storie",56,54,7,1
"Damian Kugiel",60,57,1,1
"Steven Moreira",71,57,38,1
"De Amo",65,58,1,1
"Shadrach Eghan Kwesi,20",68,49,19,1
"Jean-Philippe Gbamin",67,56,27,1
"Euan Sparks",51,63,1,1
"Jordan McGhee",58,71,23,1
"Liam Lindsay",59,49,20,1
"Darren Lyon",56,52,16,1
"Wesley Said",65,58,2,1
"Fares Bahlouli",70,44,3,1
"Brandon Mechele",73,56,33,1
"Varela",71,64,10,1
"Jose Caro",66,53,1,1
"Mario Pasalic",72,64,36,2
"Niklas Suele",79,58,69,1
"Adrien Hunou",65,44,4,1
"Daryl Werker",62,55,1,1
"Romain Dessarzin",53,39,4,1
"Francois Marquet",64,53,26,1
"Alex Ferrari",67,50,12,1
"Matteo Fedele",67,62,31,2
"Sehrou Guirassy",67,51,3,1
"Christian Mathenia",72,355,33,1
"Sebastian Kerk",68,47,5,1
"Cameron Kerr",55,47,4,1
"Robbie Muirhead",62,63,27,1
"Greg Kiltie",58,47,29,1
"Armin Alesevic",52,53,2,1
"Mijat Gacinovic",66,54,4,1
"Darnell Fisher",59,56,32,1
"N'Diaye Djiby",61,44,1,1
"Andreas Christensen",72,44,31,1
"Nicolas Rommens",58,54,2,1
"Adnan Januzaj",75,55,24,1
"Tortol Lumanza Lembi",62,49,8,1
"Xabi Irureta",75,382,37,1
"Ander Capa",73,54,58,1
"Jon Errasti",73,57,19,1
"Jemerson",77,54,3,1
"Wallace",74,58,35,1
"Georgemy",63,315,3,1
"Vinicius Araujo",70,57,3,1
"Anderson Talisca",75,59,18,1
"Alef",68,48,1,1
"Cesar",67,42,2,1
"Birama Ndoye",69,44,51,1
"Peet Bijen",65,49,17,1
"Karol Mackiewicz",65,55,17,1
"Bartlomiej Dragowski",71,353,31,1
"Federico Andrada",63,46,2,1
"Yannick Gerhardt",75,50,31,1
"Timo Werner",74,50,58,1
"Haxhi Neziraj",59,49,2,1
"Edmilson Fernandes",67,60,34,1
"Unai Garcia",65,66,1,1
"Mike Kleiber",53,46,2,1
"Cedric Brunner",59,50,26,1
"Shani Tarashaj",68,55,26,1
"Burgui",70,46,7,1
"Lucas Evangelista",71,59,1,1
"Samir",72,61,3,1
"Giorgi Chanturia",68,65,20,1
"Matt Miazga",72,53,2,1
"Michele Fornasier",66,47,1,1
"Naser Aliji",68,63,37,1
"Ferid Matri",56,50,1,1
"Marco Franin",53,42,3,1
"Alexander Hack",65,32,7,1
"Kazuki Nagasawa",70,37,6,1
"Yoshinori Muto",74,59,18,1
"Ruslan Malinovsky",71,52,5,1
"Volodymyr Koval",57,49,1,1
"Volodymyr Tanchyk",55,58,1,1
"Dario Melnjak",64,46,6,1
"Joshua Kimmich",74,60,15,1
"Christopher Teichmann",56,44,4,1
"Julian Green",67,53,1,1
"Alessandro Schoepf",72,53,5,1
"Rico Strieder",67,55,31,2
"Collins Fai",68,46,3,1
"Kevin Bua",60,38,17,1
"Francesco Ruberto",59,291,8,1
"Ming Yang Yang",56,52,11,1
"Sergej Milinkovic-Savic",75,47,28,2
"Patryk Mikita",61,57,4,1
"Janis Ikaunieks",65,56,1,1
"Dawid Kudla",63,318,2,1
"Michal Koj",61,75,22,1
"Sebastian Bartlewski",51,47,2,1
"Patrick Dytko",57,48,2,1
"Bartlomiej Smuczynski",59,60,1,1
"Jakub Wrabel",52,257,7,1
"Enes Unal",69,56,2,1
"Michael Heinloth",68,64,19,1
"Jakub Lukowski",58,60,1,1
"Norman Peyretti",55,50,1,1
"Vinicius",67,46,14,1
"Kamil Mazek",64,55,24,1
"Guillermo Varela",68,66,3,1
"Wesley Hoedt",75,57,47,2
"Sander Coopman",65,47,2,1
"Nikola Storm",68,52,15,1
"Tuur Dierckx",70,53,5,1
"Boli Bolingoli-Mbombo",68,58,8,1
"Pieter Gerkens",67,54,21,1
"Timothy Castagne",69,63,32,1
"Mohamed Daf",61,58,1,1
"Pawel Moskwik",62,55,7,1
"Damian Szymanski",54,64,5,1
"Karim Azamoum",64,52,9,1
"Youri Tielemans",76,50,43,1
"Oswal Alvarez",61,46,2,1
"Jari Vandeputte",61,39,1,1
"Sebastien Locigno",62,59,7,1
"Theo Bongonda",72,58,17,2
"Mohamed Larbi",70,54,26,1
"Gilles Dewaele",57,52,3,1
"Renaud Emond",69,58,31,1
"Souleymane Baba Diomande",58,40,6,1
"Franck Hery",59,52,3,1
"Cedric Yambere",68,57,37,1
"Marcel Tisserand",72,63,50,1
"Jessy Pi",66,55,36,1
"Mike Maignan",66,331,2,1
"Pierre Bourdin",64,38,20,1
"Faycal Rherras",64,49,26,1
"Allan Saint-Maximin",66,45,4,2
"Jonathan Benteke",62,57,1,1
"Florent Stevance",64,59,4,1
"Yohan Boli",67,52,8,1
"Marin Jakolis",56,46,1,1
"Jefferson Lerma",72,57,31,1
"Lucas Woudenberg",67,43,27,1
"Joey Sleegers",67,68,10,1
"Kyle Ebecilio",72,51,53,1
"Joost van Aken",71,47,45,1
"Sean Klaiber",68,70,27,1
"Krisztian Adorjan",63,51,13,1
"William Troost-Ekong",67,47,15,1
"Seydina Diarra",60,48,2,1
"Alireza Jahanbakhsh",71,47,31,1
"Ulysse Diallo",67,49,2,1
"Vincent Janssen",77,62,31,1
"Hidde Jurjus",68,343,18,1
"Dean Koolhof",66,66,1,1
"Alec Luyckx",57,43,1,1
"Everon Pisas",61,58,13,1
"Sebastian Bonecki",57,43,4,1
"Laszlo Kleinheisler",67,44,1,1
"Kenedy",72,64,4,1
"Kevin Vermeulen",62,58,5,1
"Elso Brito",62,58,6,1
"Danzell Gravenberch",62,44,2,1
"Riechedly Bazoer",77,53,40,1
"Bas Kuipers",67,62,49,1
"Abdelmalek El Hasnaoui",63,52,5,1
"Moses Simon",73,54,23,1
"Vincent Vermeij",67,51,10,1
"Farshad Noor",65,60,11,1
"Jorrit Hendrix",75,53,45,1
"Mohamed Rayhi",66,58,3,1
"Dario Tanda",63,51,1,1
"Kristopher Vida",64,50,6,1
"Jari Oosterwijk",65,58,11,1
"Youssouf Sabaly",73,54,83,1
"Thomas Lemar",74,60,25,1
"Tijane Reis",59,56,1,1
"Marc Klok",56,53,4,1
"Cihat Celik",60,50,1,1
"Ingo van Weert",60,55,10,1
"Danny Williams",61,47,52,1
"Kyle Jacobs",56,38,4,1
"Gary Oliver",54,37,1,1
"Oded Gavish",60,48,3,1
"Jonathan Glao Tah",76,49,43,1
"Mahmoud Dahoud",73,53,27,1
"Stefan Kutschke",65,55,7,1
"Kenan Karaman",68,54,19,1
"Levin Mete Oztunali",72,63,27,1
"Kenny Tete",76,51,21,1
"Nabil Fekir",79,61,44,1
"Liam Henderson",58,60,7,1
"Conor Brennan",51,252,4,1
"Jack Leitch",57,54,11,1
"Dominic Thomas",55,48,3,1
"Joao Novais",60,46,5,1
"Anderson Esiti",72,56,22,1
"Joao Gois",67,48,11,1
"Miguel Vieira",65,49,5,1
"Vasco Rocha",66,43,10,1
"Kuca",73,54,34,1
"Paul Willis",55,50,11,1
"Alex Kakuba",63,53,5,1
"Nelson Barbosa",67,44,20,1
"Nuno Rocha",66,52,11,1
"Jean Michael Seri",76,58,60,2
"Leandro Silva",68,50,19,1
"Helder Tavares",66,48,8,1
"Ben Richards-Everton",57,51,1,1
"Nurio",65,45,6,1
"Hugo Basto",69,61,26,1
"Erivaldo",62,57,2,1
"Jose Mauri",72,48,31,1
"Craig Wighton",57,49,3,1
"Joachim Eickmayer",63,50,7,1
"Corentin Tolisso",76,54,70,1
"Jordan Amavi",75,58,51,2
"Georges N'Koudou",75,50,36,1
"Zana Allee",64,63,1,1
"Cedric Hountondji",69,57,14,1
"Damien Dussaut",64,60,13,1
"Ricardo Gomes",68,42,10,1
"David Holman",63,47,1,1
"Claude Goncalves",64,62,14,1
"Henrique Dourado",74,45,22,1
"Antonio Sanabria",75,58,19,1
"Jose Gimenez",81,52,46,1
"Alvaro Garcia",64,48,1,1
"Roberto Chen",66,54,2,1
"Bobley Anderson",68,44,1,1
"Samuel Garcia",77,48,52,1
"Johan Mojica",74,59,7,1
"Federico Nicolas Cartabia",74,50,54,1
"Djavan",74,43,52,1
"Marcelo Goiano",72,56,44,1
"Filipe Ferreira",71,57,56,1
"Deyverson",76,53,45,3
"Ali Adnan",72,59,21,1
"Luis Silva",66,53,25,1
"Rafa Silva",78,51,64,1
"Hebert",68,65,38,1
"Sandro Lima",62,44,4,1
"Gabriel Moura",69,50,52,1
"Raul Albentosa",74,61,44,1
"Jose Luis Morales",77,64,64,1
"Jailson",68,55,27,1
"Kodjo Kasse Alphonse",58,47,1,1
"Fernando Neto",62,40,2,1
"Edgar Antonio Mendez",73,60,28,1
"Raul Lizoain",68,336,6,1
"Javier Noblejas",64,66,1,1
"Salva Ruiz",67,64,1,1
"Sandro Ramirez",72,52,4,1
"Samuel Gigot",65,59,17,1
"Dimitri Cavare",70,50,14,1
"Matt Grimes",62,59,1,1
"Jon Gaztanaga",66,56,2,1
"Marco Sangalli",66,50,1,1
"Tiemoue Bakayoko",72,61,42,1
"Femi Balogun",64,56,16,1
"Adam Marusic",69,44,46,1
"Derley",73,46,24,1
"Alex Soares",71,47,42,1
"Joshua Nadeau",57,61,5,1
"Ayoze Perez",73,57,47,1
"David Costas",70,55,14,1
"Charlie Trafford",58,41,2,1
"Juan Delgado",70,54,24,1
"Christian",68,45,13,1
"Pawel Jaroszynski",60,55,21,1
"Charles Telfer",62,57,18,1
"Jason Cummings",50,50,8,1
"Oumar Diakhite",68,54,23,1
"Bryan Pele",66,54,8,1
"Mahmoud Kahraba",68,54,14,1
"Ebenezer Assifuah",67,58,44,1
"Adrian Embarba",73,50,22,1
"Julien De Sart",70,54,18,1
"Kingsley Boateng",67,47,10,1
"Albert Rusnak",73,53,58,1
"Tana",70,47,24,1
"Hans Hateboer",68,54,60,1
"Joseba Zaldua",72,58,39,1
"Roberto Gagliardini",60,42,1,1
"Djavan Anderson",63,52,8,1
"Ofir Marciano",64,311,6,1
"Wendell",77,54,51,1
"Julen Etxabeguren",55,51,16,1
"Bernardo Silva",79,54,45,1
"Joao Teixeira",69,50,2,1
"Kieran Kennedy",54,53,17,1
"Ellis Plummer",53,55,6,1
"Axel Borgmann",59,59,18,1
"Philipp Max",70,57,23,1
"Wilde-Donald Guerrier",66,41,33,1
"Tomas Vestenicky",61,61,1,1
"Rafa Galvez",63,53,1,1
"Balde Diao Keita",77,56,33,1
"Michal Helik",65,52,8,1
"Ruben Semedo",74,59,26,1
"Jaume",74,368,17,1
"Robert Ibanez",73,53,19,1
"Renato Tapia",71,60,24,1
"Formose Mendy",64,56,16,1
"Pedrao",70,55,18,1
"Rai Vloet",65,60,2,1
"Jamie Sendles-White",61,56,4,1
"Demba Camara",66,63,4,1
"Michal Przybyla",62,46,5,1
"Jan Bednarek",60,56,6,1
"Thomas Fekete",53,48,2,1
"Sergiy Bolbat",66,60,10,1
"Laurent Dos Santos",63,58,22,1
"Dany Maury",60,48,1,1
"Mario Piccinocchi",59,52,19,1
"Said Benrahma",67,53,4,1
"Florent Hadergjonaj",69,52,56,1
"Demarai Gray",68,51,1,1
"Melvyn Lorenzen",63,53,3,1
"Gregory Wuethrich",62,55,28,1
"Carlos Mane",75,60,20,1
"Albion Avdijaj",54,46,13,1
"Younes Kaabouni",62,55,3,1
"Jubal",67,52,2,1
"Tom Lawrence",64,50,1,1
"Jonathan Rodriguez",74,53,6,1
"Sheraldo Becker",71,64,17,1
"Adalberto Penaranda",72,47,21,1
"Adam Waszkiewicz",52,48,12,1
"Antonio-Mirko Colak",67,52,15,1
"Marco Ilaimaharitra",63,56,4,1
"Ryan Thomas",71,45,53,1
"Renato",56,58,1,1
"Jairo Riedewald",75,61,31,1
"Barnes Osei",64,59,9,1
"Diney",64,57,1,1
"Sebastian Ayala",64,47,1,1
"Mathieu Maertens",58,49,6,1
"Eugene Ansah",64,54,3,1
"Mickael Malsa",58,41,4,1
"Marco Asensio",75,50,31,1
"Marcos Vinicius",63,54,1,1
"Raul",66,54,21,1
"Adam Masina",73,54,28,1
"Nabil Bentaleb",74,59,38,1
"Rafael Defendi",69,344,24,1
"Leandro Pereira",71,54,6,1
"Gustavo Campanharo",72,54,3,1
"Rui Correia",70,56,44,1
"Junior Oto'o Zue",68,58,11,1
"Cristian Herrera",69,61,19,1
"Joris Kayembe Ditu",69,58,21,1
"Raphael Guzzo",69,62,4,1
"Wallyson Mallmann",71,57,7,1
"Tyler Blackett",66,63,9,2
"Franck Honorat",61,61,2,1
"Davie Selke",72,55,23,1
"Valmir Sulejmani",62,54,2,1
"George Puscas",64,48,1,1
"Harrison Reed",67,54,4,1
"Sam Gallagher",64,60,3,1
"Mateusz Wdowiak",58,56,4,1
"Dawid Kownacki",63,57,19,1
"Patryk Lipski",65,38,27,1
"Maciej Urbanczyk",62,54,10,1
"Lucas",57,48,31,1
"Tomasz Mokwa",60,55,8,1
"Rodrigue Casimir Ninga",71,50,17,1
"Bilal Basacikoglu",72,50,35,1
"Joachim Andersen",67,58,22,1
"Milan Gajic",69,38,7,1
"Lucas Hernandez",74,49,8,1
"Andy Kawaya",65,70,1,1
"Michal Walski",60,48,2,1
"Branco van den Boomen",67,48,12,1
"Ferjani Sassi",66,51,12,1
"Aaron Appindangoye",67,43,5,1
"Andrea Conti",67,54,10,1
"Reginaldo",66,45,2,1
"Mohamed Ibrahim",66,47,4,1
"Moussa Dembele",67,49,1,1
"Kristoffer Peterson",67,57,24,1
"Yoan Cardinale",70,350,24,1
"Faysel Kasmi",66,48,15,1
"Theo Pellenard",66,54,3,1
"Yanis Mbombo Lokwa",63,54,10,1
"Ali Yasar",57,41,1,1
"Deni Milosevic",65,45,13,1
"Mbaye Diagne",62,40,6,1
"Thomas Toure",72,53,22,1
"Dabney Dos Santos",70,56,41,1
"Victor Camarasa",75,53,40,1
"Nemanja Antonov",63,59,15,1
"Ahmed El Messaoudi",64,45,23,1
"Sacha Bastien",60,298,1,1
"Timo Baumgartl",68,69,35,1
"Eoghan O'Connell",55,59,3,1
"Daley Sinkgraven",74,63,41,1
"Moi",61,48,1,1
"Jessy Galvez Lopez",64,44,6,1
"Milos Veljkovic",61,59,1,1
"Nathan Thomas",61,63,1,1
"Brad Smith",60,62,3,1
"Matthew Pennington",63,54,3,1
"Julian Brandt",76,55,34,1
"Carlos Fernandez",62,54,2,1
"Antonio Marin Molina",63,59,1,1
